"id_unique";"id_sample";"sample";"sex";"age";"age_range";"native_speaker";"math_grade";"math_load";"math_inf_program_choice";"honesty";"breaks";"noise";"device";"total_time_minutes";"liking_math";"liking_science";"liking_humanities";"persistence_math";"persistence_science";"persistence_humanities";"score_AMAS_total";"score_AMAS_learning";"score_AMAS_testing";"AMAS1";"AMAS2";"AMAS3";"AMAS4";"AMAS5";"AMAS6";"AMAS7";"AMAS8";"AMAS9";"score_GAD";"GAD1";"GAD2";"GAD3";"GAD4";"GAD5";"GAD6";"GAD7";"score_STAI_state_short";"STAI1";"STAI2";"STAI3";"STAI4";"STAI5";"score_TAI_short";"TAI1";"TAI2";"TAI3";"TAI4";"TAI5";"score_SDQ_M";"SDQ_M1";"SDQ_M2";"SDQ_M3";"SDQ_M4";"score_SDQ_L";"SDQ_L1";"SDQ_L2";"SDQ_L3";"SDQ_L4";"score_PISA_ME";"PISA_ME1";"PISA_ME2";"PISA_ME3";"PISA_ME4";"PISA_ME5";"PISA_ME6";"score_BFI_N";"BFI_N1";"BFI_N2";"BFI_N3";"BFI_N4";"BFI_N5";"BFI_N6";"BFI_N7";"BFI_N8";"teacher";"teacher_stage";"teacher_duration";"teacher_experience";"number_main_foci";"main_focus_literacy";"main_focus_humanities";"main_focus_science";"main_focus_mathematics";"main_focus_not_applicable";"preference_teaching_language";"preference_teaching_mathematics";"preference_teaching_science";"ease_teaching_language";"ease_teaching_mathematics";"ease_teaching_science";"score_FSMAS_SE";"FSMAS_SE1";"FSMAS_SE2";"FSMAS_SE3";"FSMAS_SE4";"FSMAS_SE5";"FSMAS_SE6";"FSMAS_SE7";"FSMAS_SE8";"FSMAS_SE9";"sum_arith_perf";"arith_perf_correct_order";"arith_perf1_acc";"arith_perf2_acc";"arith_perf3_acc";"arith_perf4_acc";"arith_perf5_acc";"arith_perf6_acc";"arith_perf7_acc";"arith_perf8_acc";"arith_perf9_acc";"arith_perf10_acc";"arith_perf11_acc";"arith_perf12_acc";"arith_perf13_acc";"arith_perf14_acc";"arith_perf15_acc";"arith_perf16_acc";"arith_perf17_acc";"arith_perf18_acc";"arith_perf19_acc";"arith_perf20_acc";"arith_perf21_acc";"arith_perf22_acc";"arith_perf23_acc";"arith_perf24_acc";"arith_perf25_acc";"arith_perf26_acc";"arith_perf27_acc";"arith_perf28_acc";"arith_perf29_acc";"arith_perf30_acc";"arith_perf31_acc";"arith_perf32_acc";"arith_perf33_acc";"arith_perf34_acc";"arith_perf35_acc";"arith_perf36_acc";"arith_perf37_acc";"arith_perf38_acc";"arith_perf39_acc";"arith_perf40_acc";"arith_perf1_resp";"arith_perf2_resp";"arith_perf3_resp";"arith_perf4_resp";"arith_perf5_resp";"arith_perf6_resp";"arith_perf7_resp";"arith_perf8_resp";"arith_perf9_resp";"arith_perf10_resp";"arith_perf11_resp";"arith_perf12_resp";"arith_perf13_resp";"arith_perf14_resp";"arith_perf15_resp";"arith_perf16_resp";"arith_perf17_resp";"arith_perf18_resp";"arith_perf19_resp";"arith_perf20_resp";"arith_perf21_resp";"arith_perf22_resp";"arith_perf23_resp";"arith_perf24_resp";"arith_perf25_resp";"arith_perf26_resp";"arith_perf27_resp";"arith_perf28_resp";"arith_perf29_resp";"arith_perf30_resp";"arith_perf31_resp";"arith_perf32_resp";"arith_perf33_resp";"arith_perf34_resp";"arith_perf35_resp";"arith_perf36_resp";"arith_perf37_resp";"arith_perf38_resp";"arith_perf39_resp";"arith_perf40_resp"
"22";"29";"german_students";"f";"20";"20-29 years";"yes";"2";"2";"6";"yes";"yes";"3";NA;"9";"5";"2";"4";"5";"3";"3";"9";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"2";"2";"1";"1";"2";"1";"7";"2";"2";"1";"1";"1";"6";"2";"1";"1";"1";"1";"15";"3";"4";"4";"4";"12";"3";"3";"3";"3";"21";"4";"4";"4";"4";"3";"2";"24";"2";"3";"2";"4";"4";"4";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"31";"german_students";"f";"19";"< 20 years";"yes";"3";"1";"5";"yes";"yes";"4";NA;"11";"2";"2";"5";"2";"2";"3";"24";"8";"16";"2";"2";"1";"5";"4";"1";"1";"5";"3";"13";"2";"2";"2";"3";"1";"2";"1";"10";"2";"2";"2";"2";"2";"19";"4";"4";"4";"4";"3";"9";"2";"3";"2";"2";"7";"2";"2";"2";"1";"16";"4";"3";"2";"3";"2";"2";"25";"3";"4";"4";"2";"3";"3";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"1";"227";NA;NA;NA;"98";"9";"24";"90";NA;"15";NA;NA;NA;NA;"171";NA;NA;"74";"18";NA;"16";NA;"9";NA;"8";NA;NA;NA;"112";"48";NA;"3";"9";"168";"126";"48";NA;"181";"19";"65"
"24";"32";"german_students";"f";"19";"< 20 years";"yes";"4";"2";"5";"yes";"yes";"2";NA;"6";"3";"4";"5";"1";"2";"4";"30";"15";"15";"3";"3";"2";"4";"5";"4";"3";"3";"3";"20";"2";"2";"3";"3";"3";"4";"3";"15";"3";"3";"4";"3";"2";"19";"4";"4";"4";"4";"3";"9";"2";"2";"2";"3";"12";"4";"3";"3";"2";"18";"3";"4";"4";"3";"2";"2";"38";"4";"5";"4";"5";"5";"5";"5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"227";NA;NA;NA;"98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"168";"126";"48";"8";"181";"19";"65"
"25";"33";"german_students";"m";"21";"20-29 years";"yes";"2";"3";"7";"yes";"yes";"3";NA;"12";"4";"3";"1";"2";"2";"1";"23";"7";"16";"3";"3";"1";"4";"5";"1";"1";"4";"1";"16";"2";"3";"3";"2";"1";"2";"3";"6";"1";"1";"1";"2";"1";"10";"2";"4";"1";"1";"2";"12";"3";"3";"3";"3";"14";"4";"3";"3";"4";"16";"3";"3";"3";"3";"2";"2";"24";"2";"4";"2";"3";"4";"1";"5";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";NA;"75";"98";"9";"22";"80";"120";"15";"9";"188";"3";"56";"171";"2";"225";"74";"18";"127";"16";"47";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"26";"34";"german_students";"m";"24";"20-29 years";"yes";"1";"3";"7";"yes";"no";"2";NA;"6";"5";"5";"4";"4";"4";"3";"14";"5";"9";"1";"2";"1";"2";"2";"1";"1";"3";"1";"9";"1";"1";"2";"1";"2";"1";"1";"9";"2";"3";"1";"1";"2";"10";"3";"2";"2";"2";"1";"15";"3";"4";"4";"4";"14";"4";"3";"3";"4";"24";"4";"4";"4";"4";"4";"4";"18";"2";"2";"3";"2";"1";"2";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"37";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"227";"144";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";"8";"63";"4";"76";"112";"48";"60";"3";"91";"168";"126";"48";"8";"181";NA;NA
"27";"35";"german_students";"f";"19";"< 20 years";"yes";"1";"2";"7";"yes";"yes";"4";NA;"9";"3";"2";"4";"4";"3";"5";"23";"7";"16";"1";"4";"3";"4";"4";"1";"1";"4";"1";"10";"2";"1";"1";"2";"1";"1";"2";"8";"2";"2";"2";"1";"1";"11";"2";"1";"3";"2";"3";"10";"3";"2";"2";"3";"16";"4";"4";"4";"4";"19";"4";"4";"3";"3";"2";"3";"19";"2";"2";"4";"2";"2";"2";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"28";"36";"german_students";"f";"25";"20-29 years";"yes";"4";"1";"1";"yes";"yes";"3";NA;"12";"2";"3";"5";"2";"2";"4";"29";"15";"14";"3";"3";"3";"4";"3";"3";"3";"4";"3";"9";"2";"1";"2";"1";"1";"1";"1";"8";"2";"1";"1";"2";"2";"9";"2";"2";"2";"2";"1";"7";"1";"2";"1";"3";"16";"4";"4";"4";"4";"18";"4";"4";"3";"3";"2";"2";"28";"3";"4";"4";"4";"4";"3";"4";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";"yes";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"29";"37";"german_students";"f";"30";"30-39 years";"yes";"1";"2";"5";"yes";"yes";"2";NA;"6";"4";"4";"5";"4";"4";"4";"16";"8";"8";"1";"1";"2";"3";"1";"1";"2";"3";"2";"17";"2";"2";"2";"3";"3";"2";"3";"6";"2";"1";"1";"1";"1";"10";"2";"2";"2";"2";"2";"15";"3";"4";"4";"4";"15";"4";"4";"4";"3";"21";"4";"3";"4";"4";"3";"3";"27";"4";"4";"3";"3";"4";"3";"4";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"122";"8";"75";"98";"9";"24";"90";"121";"15";"9";"88";"3";"56";"171";"2";"175";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"30";"38";"german_students";"f";"20";"20-29 years";"yes";"1";"3";"7";"yes";"yes";"2";NA;"6";"4";"4";"2";"5";"4";"2";"14";"5";"9";"1";"2";"1";"3";"1";"1";"1";"3";"1";"12";"2";"2";"2";"1";"2";"2";"1";"8";"2";"2";"1";"1";"2";"12";"3";"3";"2";"2";"2";"15";"3";"4";"4";"4";"12";"2";"3";"3";"4";"21";"4";"4";"4";"3";"3";"3";"32";"4";"5";"4";"4";"4";"4";"4";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"122";"8";"75";"98";"9";"24";"90";"131";"15";"9";"188";"3";"56";"171";"2";"175";"64";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"31";"39";"german_students";"f";"19";"< 20 years";"yes";"5";"1";"1";"yes";"yes";"3";NA;"9";"1";"2";"5";"3";"4";"5";"22";"5";"17";"1";"4";"1";"4";"4";"1";"1";"5";"1";"10";"2";"2";"1";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"11";"2";"2";"3";"2";"2";"5";"1";"2";"1";"1";"15";"4";"4";"3";"4";"14";"4";"1";"4";"3";"1";"1";"20";"1";"3";"2";"4";"3";"1";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"32";"40";"german_students";"f";"25";"20-29 years";"yes";"1";"1";"5";"yes";"yes";"3";NA;"18";"1";"3";"5";"1";"2";"4";"15";"6";"9";"1";"1";"1";"3";"2";"1";"1";"3";"2";"13";"2";"2";"2";"2";"2";"2";"1";"11";"3";"2";"1";"2";"3";"12";"3";"2";"2";"2";"3";"8";"2";"2";"2";"2";"16";"4";"4";"4";"4";"15";"4";"2";"3";"3";"2";"1";"25";"3";"3";"4";"2";"3";"4";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"yes";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"104";"8";"80";"98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"33";"41";"german_students";"m";"24";"20-29 years";"yes";"2";"1";"5";"yes";"yes";"3";NA;"9";"3";"4";"4";"4";"4";"4";"9";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"11";"2";"1";"1";"2";"2";"2";"1";"7";"2";"2";"1";"1";"1";"10";"2";"2";"2";"2";"2";"12";"3";"3";"3";"3";"11";"3";"3";"3";"2";"23";"4";"4";"4";"4";"3";"4";"19";"4";"2";"2";"4";"1";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18";"yes";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"55";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"34";"42";"german_students";"f";"25";"20-29 years";"yes";"2";"2";"3";"yes";"yes";"1";NA;"8";"2";"3";"3";"4";"4";"4";"25";"10";"15";"2";"4";"1";"4";"2";"2";"2";"5";"3";"11";"2";"1";"2";"2";"1";"2";"1";"7";"2";"1";"1";"1";"2";"12";"3";"2";"3";"3";"1";"9";"2";"3";"2";"2";"16";"4";"4";"4";"4";"22";"4";"3";"4";"4";"4";"3";"32";"4";"4";"4";"5";"4";"4";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"11";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"126";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"35";"43";"german_students";"f";"27";"20-29 years";"yes";"2";"1";"5";"yes";"yes";"3";NA;"9";"4";"4";"5";"4";"4";"4";"22";"7";"15";"2";"4";"1";"4";"3";"1";"1";"4";"2";"12";"2";"2";"2";"2";"2";"1";"1";"9";"2";"2";"1";"2";"2";"17";"4";"4";"4";"3";"2";"12";"3";"3";"3";"3";"16";"4";"4";"4";"4";"24";"4";"4";"4";"4";"4";"4";"18";"2";"2";"2";"2";"2";"3";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"16";"yes";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"95";"98";"9";"22";"90";"121";"15";"9";"192";"4";"56";"171";"2";"175";"74";"18";"129";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"36";"44";"german_students";"f";"23";"20-29 years";"yes";"2";"1";"3";"yes";"yes";"3";NA;"12";"4";"2";"5";"3";"2";"5";"20";"7";"13";"1";"3";"2";"2";"4";"1";"1";"4";"2";"10";"1";"2";"1";"2";"2";"1";"1";"11";"3";"3";"2";"2";"1";"7";"2";"1";"1";"2";"1";"13";"3";"3";"3";"4";"15";"4";"4";"4";"3";"20";"4";"2";"4";"4";"4";"2";"14";"2";"2";"2";"1";"2";"1";"3";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"108";"9";"75";"98";"9";"24";"90";"121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"37";"45";"german_students";"m";"32";"30-39 years";"yes";"3";"2";"3";"yes";"yes";"2";NA;"8";"3";"5";"4";"4";"5";"3";"16";"5";"11";"1";"1";"1";"4";"2";"1";"1";"4";"1";"12";"2";"1";"1";"3";"2";"2";"1";"8";"2";"2";"1";"1";"2";"13";"4";"2";"2";"3";"2";"12";"3";"3";"3";"3";"15";"4";"4";"4";"3";"23";"4";"4";"4";"4";"4";"3";"20";"2";"4";"4";"2";"2";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"122";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";"8";"63";"4";"76";"112";"48";"60";NA;NA;NA;NA;NA;NA;NA;NA;NA
"38";"47";"german_students";"f";"23";"20-29 years";"yes";"2";"2";"4";"yes";"yes";"1";NA;"11";"4";"5";"2";"4";"4";"4";"16";"7";"9";"2";"2";"2";"2";"2";"1";"1";"3";"1";"9";"2";"1";"1";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"9";"2";"2";"2";"2";"1";"11";"2";"3";"3";"3";"11";"2";"3";"3";"3";"20";"4";"4";"3";"3";"3";"3";"17";"2";"3";"2";"1";"2";"3";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";NA;"75";"98";"9";"24";"90";"121";"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"39";"48";"german_students";"m";"18";"< 20 years";"yes";"1";"2";"6";"yes";"yes";"2";NA;"9";"4";"2";"5";"5";"3";"5";"15";"6";"9";"1";"2";"1";"2";"1";"1";"1";"4";"2";"9";"1";"1";"1";"2";"2";"1";"1";"9";"3";"2";"1";"1";"2";"9";"4";"1";"1";"1";"2";"15";"3";"4";"4";"4";"16";"4";"4";"4";"4";"24";"4";"4";"4";"4";"4";"4";"14";"1";"2";"2";"2";"2";"2";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"22";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"144";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"40";"49";"german_students";"m";"23";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"2";NA;"9";"3";"2";"5";"3";"2";"4";"23";"12";"11";"2";"3";"3";"3";"3";"3";"2";"2";"2";"12";"2";"1";"2";"1";"2";"2";"2";"8";"2";"1";"2";"1";"2";"10";"2";"3";"1";"2";"2";"11";"2";"3";"3";"3";"14";"4";"4";"3";"3";"22";"4";"4";"4";"4";"3";"3";"18";"3";"2";"3";"1";"2";"3";"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"88";"9";"24";"90";"111";"15";"9";"188";"3";"56";"171";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"41";"50";"german_students";"f";"20";"20-29 years";"yes";"2";"2";"8";"yes";"yes";"2";NA;"8";"4";"3";"4";"4";"4";"4";"15";"6";"9";"1";"1";"1";"2";"3";"1";"1";"3";"2";"14";"2";"2";"2";"2";"2";"2";"2";"5";"1";"1";"1";"1";"1";"6";"2";"1";"1";"1";"1";"14";"3";"4";"4";"3";"15";"4";"4";"3";"4";"22";"4";"4";"4";"4";"3";"3";"16";"2";"2";"2";"2";"2";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17";"yes";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"104";"8";"85";"98";"9";"24";"90";"121";"15";"9";"192";"3";"56";"171";"2";"175";"75";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"42";"52";"german_students";"f";"29";"20-29 years";"yes";"2";"3";"7";"yes";"yes";"4";NA;"6";"5";"5";"3";"5";"5";"4";"12";"5";"7";"1";"1";"1";"2";"1";"1";"1";"3";"1";"15";"2";"2";"2";"4";"1";"3";"1";"6";"1";"2";"1";"1";"1";"9";"2";"1";"3";"2";"1";"15";"3";"4";"4";"4";"11";"2";"3";"2";"4";"23";"4";"4";"4";"4";"3";"4";"24";"2";"3";"4";"2";"3";"4";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"13";"9";"187";"4";"42";"171";"2";"175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
